customer_id,signup_date,acquisition_channel,region
886,2026-05-30,Organic/Direct,US
887,2026-07-01,Google,US
888,2026-06-11,Organic/Direct,CA
889,2026-07-21,TikTok,US
890,2026-07-10,Meta,UK
891,2026-06-14,Meta,AU
892,2026-05-17,Google,UK
893,2026-04-16,Google,US
894,2026-04-25,Affiliate,US
895,2026-06-13,Affiliate,US
896,2026-07-13,Google,US
897,2026-07-01,Google,US
898,2026-04-07,TikTok,UK
899,2026-07-22,Meta,UK
900,2026-07-28,Meta,US
901,2026-06-18,TikTok,CA
902,2026-06-08,Google,EU
903,2026-06-27,TikTok,AU
904,2026-06-04,Affiliate,US
905,2026-01-24,Meta,US
906,2026-01-31,TikTok,US
907,2026-04-23,Meta,CA
908,2026-06-25,Meta,CA
909,2026-02-07,Meta,AU
910,2026-07-01,Affiliate,UK
911,2026-06-08,Meta,CA
912,2026-07-08,Meta,UK
913,2026-07-23,Google,EU
914,2026-07-28,Meta,US
915,2026-01-25,Meta,UK
916,2026-07-06,Affiliate,CA
917,2026-07-21,TikTok,UK
918,2026-07-03,Google,US
919,2026-07-05,Organic/Direct,US
920,2026-03-30,TikTok,US
921,2026-03-29,Google,US
922,2026-05-19,Google,US
923,2026-06-11,Meta,US
924,2026-06-27,Meta,US
925,2026-04-30,Meta,EU
926,2026-06-15,TikTok,US
927,2026-06-09,Meta,CA
928,2026-04-29,Meta,US
929,2026-02-25,Google,US
930,2026-03-05,Meta,US
931,2026-05-02,Meta,US
932,2026-07-03,Google,EU
933,2026-07-11,Organic/Direct,US
934,2026-06-22,Google,AU
935,2026-06-15,Google,EU
936,2026-06-24,Meta,AU
937,2026-07-25,Google,US
938,2026-04-23,Organic/Direct,CA
939,2026-05-10,Affiliate,US
940,2026-02-14,Meta,US
941,2026-07-25,Meta,EU
942,2026-06-04,Meta,US
943,2026-06-22,TikTok,AU
944,2026-05-18,Meta,US
945,2026-06-26,Organic/Direct,CA
946,2026-06-19,Organic/Direct,UK
947,2026-03-24,Google,US
948,2026-03-04,Meta,CA
949,2026-06-07,Google,US
950,2026-04-18,Google,UK
951,2026-05-19,Meta,UK
952,2026-06-04,Google,US
953,2026-07-03,Google,UK
954,2026-02-26,Meta,CA
955,2026-04-26,Meta,CA
956,2026-05-20,Google,UK
957,2026-05-26,Google,US
958,2026-05-12,TikTok,US
959,2026-07-26,Meta,UK
960,2026-07-21,TikTok,UK
961,2026-05-09,Organic/Direct,US
962,2026-06-07,Meta,US
963,2026-06-12,Google,EU
964,2026-04-27,TikTok,AU
965,2026-05-04,Google,UK
966,2026-06-01,Meta,US
967,2026-07-12,Meta,US
968,2026-07-08,Affiliate,AU
969,2026-07-23,Organic/Direct,US
970,2026-06-06,Meta,US
971,2026-03-08,TikTok,US
972,2026-05-02,Meta,UK
973,2026-03-08,Google,AU
974,2026-04-29,Google,US
975,2026-04-27,Google,US
976,2026-05-08,Meta,US
977,2026-01-15,Meta,US
978,2026-07-01,Google,CA
979,2026-03-19,TikTok,AU
980,2026-05-24,Meta,US
981,2026-06-06,Meta,US
982,2026-07-13,Affiliate,US
983,2026-06-04,Meta,AU
984,2026-02-18,Affiliate,UK
985,2026-07-10,Google,CA
986,2026-04-08,Meta,US
987,2026-07-19,Google,UK
988,2026-03-23,Google,AU
989,2026-06-12,Affiliate,US
990,2026-05-30,Meta,US
991,2026-01-22,Meta,EU
992,2026-07-29,TikTok,CA
993,2026-03-21,Meta,US
994,2026-06-08,Affiliate,US
995,2026-06-30,Organic/Direct,US
996,2026-07-04,Meta,US
997,2026-04-13,TikTok,US
998,2026-07-07,Google,AU
999,2026-07-18,Meta,UK
1000,2026-03-09,Organic/Direct,UK
1001,2026-04-21,TikTok,US
1002,2026-06-09,Meta,US
1003,2026-06-11,Affiliate,US
1004,2026-04-16,Organic/Direct,US
1005,2026-05-15,Affiliate,US
1006,2026-07-07,Affiliate,US
1007,2026-07-18,Google,US
1008,2026-06-01,Meta,US
1009,2026-03-25,Google,CA
1010,2026-06-21,Google,US
1011,2026-03-13,TikTok,US
1012,2026-06-12,Google,US
1013,2026-04-15,Meta,US
1014,2026-03-19,Google,AU
1015,2026-03-22,Meta,AU
1016,2026-06-01,Google,EU
1017,2026-06-18,Affiliate,UK
1018,2026-07-11,Organic/Direct,US
1019,2026-06-14,Google,US
1020,2026-04-09,Google,US
1021,2026-06-11,TikTok,UK
1022,2026-05-31,Meta,UK
1023,2026-07-22,Google,US
1024,2026-05-10,Meta,US
1025,2026-06-02,Organic/Direct,UK
1026,2026-07-11,Google,US
1027,2026-07-20,Google,AU
1028,2026-06-03,TikTok,US
1029,2026-06-21,Organic/Direct,US
1030,2026-01-08,Organic/Direct,UK
1031,2026-05-19,Google,AU
1032,2026-06-26,Google,EU
1033,2026-05-27,TikTok,US
1034,2026-07-09,Organic/Direct,CA
1035,2026-06-10,Google,US
1036,2026-07-04,Organic/Direct,US
1037,2026-06-13,Google,US
1038,2026-01-16,TikTok,US
1039,2026-06-02,Google,US
1040,2026-04-06,Affiliate,US
1041,2026-03-10,Google,US
1042,2026-04-18,Google,US
1043,2026-06-15,Organic/Direct,US
1044,2026-04-06,Google,US
1045,2026-03-31,Google,US
1046,2026-07-29,Google,CA
1047,2026-05-14,Meta,AU
1048,2026-03-14,Meta,CA
1049,2026-07-25,Meta,US
1050,2026-07-07,Affiliate,US
1051,2026-06-24,Meta,US
1052,2026-06-18,Affiliate,CA
1053,2026-05-25,Google,US
1054,2026-04-19,Meta,US
1055,2026-06-29,Organic/Direct,US
1056,2026-06-20,Meta,EU
1057,2026-02-20,Meta,US
1058,2026-01-22,Affiliate,EU
1059,2026-06-01,Meta,CA
1060,2026-05-31,TikTok,US
1061,2026-06-23,Meta,UK
1062,2026-07-28,Meta,US
1063,2026-05-14,TikTok,US
1064,2026-04-05,Meta,UK
1065,2026-07-22,Google,UK
1066,2026-06-07,Google,US
1067,2026-07-10,Meta,EU
1068,2026-05-23,Google,US
1069,2026-03-30,Google,US
1070,2026-05-30,Meta,US
1071,2026-06-01,Meta,US
1072,2026-07-07,Meta,US
1073,2026-05-10,Google,US
1074,2026-05-03,TikTok,UK
1075,2026-07-19,Affiliate,US
1076,2026-04-18,Google,CA
1077,2026-04-10,TikTok,CA
1078,2026-05-16,Meta,US
1079,2026-06-26,Meta,US
1080,2026-05-14,TikTok,US
1081,2026-06-07,Meta,US
1082,2026-04-09,Google,US
1083,2026-07-02,Organic/Direct,US
1084,2026-07-01,Meta,US
1085,2026-04-19,Meta,CA
1086,2026-07-12,Meta,CA
1087,2026-03-15,Meta,EU
1088,2026-05-29,Meta,AU
1089,2026-07-26,Affiliate,US
1090,2026-04-29,Affiliate,AU
1091,2026-06-09,Meta,US
1092,2026-07-04,Google,US
1093,2026-07-02,Meta,US
1094,2026-05-18,Organic/Direct,US
1095,2026-05-05,Affiliate,CA
1096,2026-05-23,Meta,US
1097,2026-04-29,Meta,UK
1098,2026-05-10,Meta,US
1099,2026-07-15,Meta,US
1100,2026-04-20,Organic/Direct,US
1101,2026-04-01,Google,US
1102,2026-07-02,Meta,US
1103,2026-05-22,Google,EU
1104,2026-06-24,Affiliate,UK
1105,2026-07-09,Google,AU
1106,2026-04-04,Affiliate,UK
1107,2026-05-26,Meta,US
1108,2026-03-19,Affiliate,UK
1109,2026-06-04,Meta,US
1110,2026-04-16,Affiliate,US
1111,2026-03-08,Meta,US
1112,2026-04-17,Affiliate,US
1113,2026-07-02,Meta,US
1114,2026-06-07,Affiliate,US
1115,2026-05-16,Meta,UK
1116,2026-06-14,Google,UK
1117,2026-06-04,Organic/Direct,US
1118,2026-05-01,Google,CA
1119,2026-05-22,Meta,US
1120,2026-05-24,Organic/Direct,AU
1121,2026-06-18,Organic/Direct,US
1122,2026-06-15,Google,AU
1123,2026-03-01,Meta,US
1124,2026-06-20,TikTok,US
1125,2026-05-13,Affiliate,CA
1126,2026-07-24,TikTok,US
1127,2026-05-22,Meta,AU
1128,2026-03-16,Meta,US
1129,2026-07-01,TikTok,US
1130,2026-05-13,Meta,EU
1131,2026-05-26,Meta,CA
1132,2026-06-02,Organic/Direct,US
1133,2026-06-15,Meta,EU
1134,2026-05-12,Meta,UK
1135,2026-05-21,Meta,US
1136,2026-03-29,Meta,US
1137,2026-07-21,Affiliate,US
1138,2026-07-16,Organic/Direct,US
1139,2026-03-19,Organic/Direct,US
1140,2026-06-12,Google,UK
1141,2026-07-17,Google,UK
1142,2026-06-04,Organic/Direct,US
1143,2026-04-11,Meta,US
1144,2026-05-16,Meta,US
1145,2026-06-02,TikTok,US
1146,2026-04-23,Google,UK
1147,2026-05-28,TikTok,US
1148,2026-07-04,TikTok,US
1149,2026-07-08,Google,US
1150,2026-07-18,Google,US
1151,2026-06-28,Google,CA
1152,2026-04-10,Meta,UK
1153,2026-06-01,TikTok,US
1154,2026-06-25,Meta,UK
1155,2026-06-03,Meta,US
1156,2026-02-12,Google,US
1157,2026-04-21,Google,US
1158,2026-01-30,Meta,US
1159,2026-04-01,Meta,US
1160,2026-06-28,TikTok,US
1161,2026-03-23,Google,US
1162,2026-04-28,TikTok,EU
1163,2026-05-24,TikTok,US
1164,2026-07-13,Organic/Direct,US
1165,2026-07-05,Meta,US
1166,2026-04-03,Affiliate,CA
1167,2026-07-12,Meta,CA
1168,2026-04-16,TikTok,US
1169,2026-07-01,Meta,US
1170,2026-07-05,Google,EU
1171,2026-05-26,TikTok,US
1172,2026-04-30,Google,US
1173,2026-07-24,Google,US
1174,2026-06-18,Meta,AU
1175,2026-07-16,Meta,US
1176,2026-06-17,Meta,US
1177,2026-04-21,Meta,CA
1178,2026-01-20,Meta,CA
1179,2026-05-26,Google,US
1180,2026-03-05,Meta,US
1181,2026-06-15,Organic/Direct,EU
1182,2026-06-16,Meta,UK
1183,2026-06-26,TikTok,US
1184,2026-04-12,Organic/Direct,CA
1185,2026-07-03,Affiliate,US
1186,2026-04-03,TikTok,US
1187,2026-03-19,Affiliate,US
1188,2026-05-20,Meta,UK
1189,2026-04-02,Meta,US
1190,2026-06-30,Meta,CA
1191,2026-07-21,Google,US
1192,2026-03-25,Meta,US
1193,2026-05-08,Meta,UK
1194,2026-05-10,Meta,US
1195,2026-07-15,TikTok,US
1196,2026-06-29,Google,US
1197,2026-05-12,Google,US
1198,2026-06-06,Google,US
1199,2026-06-18,Meta,US
1200,2026-02-24,Meta,AU
1201,2026-04-05,Google,US
1202,2026-06-09,Affiliate,UK
1203,2026-06-03,TikTok,US
1204,2026-05-08,Google,US
1205,2026-07-23,Meta,US
1206,2026-07-19,Meta,CA
1207,2026-02-21,Organic/Direct,US
1208,2026-05-09,TikTok,CA
1209,2026-04-19,Meta,US
1210,2026-04-27,Organic/Direct,EU
1211,2026-03-07,TikTok,US
1212,2026-04-02,Google,US
1213,2026-06-16,Meta,UK
1214,2026-05-16,Meta,UK
1215,2026-05-07,Google,UK
1216,2026-07-18,Meta,US
1217,2026-05-14,Meta,US
1218,2026-07-30,Google,US
1219,2026-04-29,Organic/Direct,US
1220,2026-05-09,TikTok,US
1221,2026-06-29,Google,US
1222,2026-04-08,TikTok,AU
1223,2026-04-17,Organic/Direct,US
1224,2026-05-13,TikTok,EU
1225,2026-06-12,Google,EU
1226,2026-04-26,Meta,US
1227,2026-07-15,Meta,CA
1228,2026-06-25,Meta,US
1229,2026-06-07,Organic/Direct,US
1230,2026-01-27,Meta,AU
1231,2026-04-16,Meta,US
1232,2026-06-09,Google,US
1233,2026-02-03,Meta,CA
1234,2026-06-25,Google,AU
1235,2026-06-12,Meta,UK
1236,2026-06-10,Meta,US
1237,2026-07-05,Meta,CA
1238,2026-05-17,Affiliate,AU
1239,2026-04-11,Google,US
1240,2026-01-23,TikTok,US
1241,2026-04-27,Meta,US
1242,2026-03-23,Google,US
1243,2026-02-17,Google,US
1244,2026-06-12,Google,US
1245,2026-04-24,Google,US
1246,2026-03-02,Google,US
1247,2026-05-14,Meta,US
1248,2026-07-05,Meta,US
1249,2026-06-07,Google,UK
1250,2026-04-04,Google,UK
1251,2026-04-15,Meta,CA
1252,2026-04-30,Organic/Direct,US
1253,2026-06-22,Google,US
1254,2026-04-30,Google,US
1255,2026-04-27,Organic/Direct,US
1256,2026-07-29,Google,US
1257,2026-02-14,Meta,US
1258,2026-07-03,Affiliate,US
1259,2026-02-19,Organic/Direct,AU
1260,2026-07-11,Meta,UK
1261,2026-03-12,Google,US
1262,2026-04-07,Google,US
1263,2026-06-02,Meta,US
1264,2026-06-30,Meta,UK
1265,2026-01-29,Google,UK
1266,2026-01-25,Meta,UK
1267,2026-04-20,Google,EU
1268,2026-02-24,TikTok,AU
1269,2026-05-07,Meta,US
1270,2026-07-18,Google,EU
1271,2026-05-31,TikTok,AU
1272,2026-05-27,Google,US
1273,2026-04-05,Organic/Direct,US
1274,2026-06-28,Meta,AU
1275,2026-04-27,Google,UK
1276,2026-01-29,TikTok,US
1277,2026-04-27,Organic/Direct,EU
1278,2026-04-21,Meta,US
1279,2026-05-12,Organic/Direct,EU
1280,2026-07-25,Organic/Direct,US
1281,2026-05-04,Google,US
1282,2026-06-30,Google,UK
1283,2026-07-17,TikTok,US
1284,2026-06-09,Google,US
1285,2026-06-14,Google,US
1286,2026-06-20,Google,UK
1287,2026-04-05,Meta,UK
1288,2026-07-20,Organic/Direct,US
1289,2026-07-21,TikTok,UK
1290,2026-06-08,Meta,US
1291,2026-06-04,TikTok,US
1292,2026-07-13,Meta,US
1293,2026-04-30,Organic/Direct,EU
1294,2026-04-27,TikTok,CA
1295,2026-06-18,TikTok,US
1296,2026-04-02,Meta,US
1297,2026-07-29,Google,US
1298,2026-06-15,Google,US
1299,2026-01-01,Google,US
1300,2026-06-14,TikTok,US
1301,2026-07-14,Google,US
1302,2026-04-03,Meta,CA
1303,2026-01-26,Meta,US
1304,2026-07-01,Organic/Direct,CA
1305,2026-02-24,Organic/Direct,AU
1306,2026-05-28,Meta,US
1307,2026-04-15,Google,US
1308,2026-06-30,Google,US
1309,2026-06-14,TikTok,US
1310,2026-06-02,Affiliate,CA
1311,2026-06-02,Google,CA
1312,2026-02-13,Google,US
1313,2026-06-30,Google,US
1314,2026-06-17,Meta,US
1315,2026-05-14,Meta,CA
1316,2026-05-24,Google,US
1317,2026-02-19,Meta,CA
1318,2026-05-22,TikTok,US
1319,2026-07-06,Organic/Direct,UK
1320,2026-03-19,Google,US
1321,2026-03-31,Google,UK
1322,2026-04-05,Google,US
1323,2026-06-25,Organic/Direct,CA
1324,2026-06-28,Meta,US
1325,2026-05-22,Meta,US
1326,2026-05-11,TikTok,US
1327,2026-07-25,Meta,US
1328,2026-07-04,Organic/Direct,US
1329,2026-06-21,Meta,AU
1330,2026-03-31,TikTok,US
1331,2026-04-28,TikTok,US
1332,2026-06-17,Meta,US
1333,2026-04-06,Google,US
1334,2026-05-23,Affiliate,US
1335,2026-01-17,Affiliate,US
1336,2026-06-11,Google,US
1337,2026-03-01,Google,US
1338,2026-06-06,Google,US
1339,2026-07-11,Meta,US
1340,2026-06-20,Meta,AU
1341,2026-06-22,Affiliate,US
1342,2026-07-22,Meta,US
1343,2026-03-31,TikTok,US
1344,2026-06-25,Google,CA
1345,2026-03-30,Google,US
1346,2026-07-23,Meta,US
1347,2026-05-09,Meta,US
1348,2026-05-18,Google,US
1349,2026-03-19,TikTok,US
1350,2026-06-03,Google,UK
1351,2026-06-15,Meta,UK
1352,2026-06-17,Organic/Direct,US
1353,2026-06-25,Organic/Direct,EU
1354,2026-04-24,Google,US
1355,2026-06-02,Organic/Direct,US
1356,2026-03-17,Google,US
1357,2026-06-17,Google,US
1358,2026-06-14,TikTok,EU
1359,2026-01-09,Meta,UK
1360,2026-03-14,Affiliate,CA
1361,2026-07-30,Google,US
1362,2026-06-07,Google,US
1363,2026-04-05,Meta,CA
1364,2026-04-28,Google,US
1365,2026-01-17,TikTok,US
1366,2026-06-29,Google,US
1367,2026-03-30,Meta,US
1368,2026-06-23,Organic/Direct,CA
1369,2026-06-19,Google,UK
1370,2026-07-19,Google,US
1371,2026-07-06,Google,UK
1372,2026-07-12,Meta,UK
1373,2026-04-29,Google,US
1374,2026-06-24,TikTok,AU
1375,2026-05-06,Organic/Direct,US
1376,2026-02-07,Google,CA
1377,2026-06-09,Google,US
1378,2026-07-16,TikTok,UK
1379,2026-04-29,Meta,US
1380,2026-05-29,Meta,US
1381,2026-07-25,Meta,US
1382,2026-03-12,TikTok,CA
1383,2026-07-21,Google,US
1384,2026-05-27,Google,US
1385,2026-07-22,TikTok,US
1386,2026-07-05,Meta,AU
1387,2026-07-11,Organic/Direct,UK
1388,2026-03-18,TikTok,US
1389,2026-06-28,Google,US
1390,2026-07-23,TikTok,US
1391,2026-03-04,Google,US
1392,2026-06-02,Google,US
1393,2026-06-10,Meta,AU
1394,2026-04-30,Meta,US
1395,2026-04-30,Google,US
1396,2026-03-23,Meta,US
1397,2026-06-16,Google,US
1398,2026-05-05,Meta,US
1399,2026-06-27,Meta,US
1400,2026-02-26,Meta,US
1401,2026-03-18,Google,UK
1402,2026-03-10,Meta,US
1403,2026-03-31,Google,US
1404,2026-07-12,TikTok,US
1405,2026-04-28,Affiliate,UK
1406,2026-06-22,Google,EU
1407,2026-07-03,Google,US
1408,2026-07-10,Organic/Direct,US
1409,2026-05-23,TikTok,UK
1410,2026-05-24,Meta,US
1411,2026-07-15,Google,AU
1412,2026-05-13,TikTok,UK
1413,2026-07-07,Affiliate,US
1414,2026-02-06,Meta,US
1415,2026-03-29,TikTok,US
1416,2026-03-17,Meta,CA
1417,2026-07-08,Meta,UK
1418,2026-07-07,Google,US
1419,2026-05-16,Google,US
1420,2026-07-28,Google,US
1421,2026-07-10,Google,CA
1422,2026-05-20,TikTok,US
1423,2026-04-13,TikTok,US
1424,2026-07-23,Google,US
1425,2026-06-12,Google,US
1426,2026-07-11,Meta,EU
1427,2026-01-20,Google,CA
1428,2026-05-01,Google,US
1429,2026-04-09,Meta,US
1430,2026-07-03,Affiliate,CA
1431,2026-06-21,Google,US
1432,2026-06-15,Google,US
1433,2026-07-17,Meta,CA
1434,2026-06-23,Organic/Direct,EU
1435,2026-06-28,Organic/Direct,EU
1436,2026-06-11,Google,US
1437,2026-07-14,Affiliate,US
1438,2026-07-20,Organic/Direct,US
1439,2026-06-07,Organic/Direct,US
1440,2026-04-23,Meta,US
1441,2026-06-12,Google,UK
1442,2026-05-15,Google,US
1443,2026-03-29,Meta,US
1444,2026-07-13,Meta,US
1445,2026-04-24,Affiliate,US
1446,2026-01-23,Google,US
1447,2026-07-18,Google,EU
1448,2026-03-19,Meta,CA
1449,2026-07-15,Affiliate,UK
1450,2026-07-23,Google,US
1451,2026-05-18,Affiliate,US
1452,2026-04-11,Google,US
1453,2026-05-29,TikTok,UK
1454,2026-04-20,Organic/Direct,US
1455,2026-01-14,TikTok,US
1456,2026-05-27,TikTok,US
1457,2026-06-30,Organic/Direct,EU
1458,2026-07-06,Google,US
1459,2026-07-19,Meta,US
1460,2026-07-01,Organic/Direct,US
1461,2026-06-17,TikTok,US
1462,2026-01-15,Meta,US
1463,2026-07-20,Google,US
1464,2026-05-06,Organic/Direct,US
1465,2026-03-28,TikTok,US
1466,2026-04-27,TikTok,US
1467,2026-06-17,Google,US
1468,2026-06-20,Meta,UK
1469,2026-02-04,Meta,US
1470,2026-07-06,Meta,US
1471,2026-04-21,Meta,UK
1472,2026-06-13,Organic/Direct,UK
1473,2026-06-21,Meta,US
1474,2026-07-06,Meta,US
1475,2026-06-03,Meta,EU
1476,2026-07-27,Google,CA
1477,2026-07-13,TikTok,US
1478,2026-05-11,TikTok,UK
1479,2026-03-28,Google,CA
1480,2026-01-14,Meta,US
1481,2026-05-14,Meta,UK
1482,2026-07-03,Google,US
1483,2026-06-27,Google,US
1484,2026-07-16,Meta,AU
1485,2026-05-22,TikTok,EU
1486,2026-06-24,Meta,AU
1487,2026-06-18,Organic/Direct,US
1488,2026-07-22,Affiliate,US
1489,2026-04-20,Meta,UK
1490,2026-05-12,TikTok,UK
1491,2026-06-30,Google,US
1492,2026-05-03,TikTok,US
1493,2026-06-06,TikTok,CA
1494,2026-01-24,Meta,US
1495,2026-05-21,Meta,US
1496,2026-04-03,Meta,US
1497,2026-07-24,Google,CA
1498,2026-07-25,Google,UK
1499,2026-03-15,Affiliate,US
1500,2026-06-20,Affiliate,US
1501,2026-07-27,Affiliate,UK
1502,2026-04-17,Google,EU
1503,2026-06-18,Organic/Direct,US
1504,2026-05-18,Organic/Direct,CA
1505,2026-04-30,Meta,US
1506,2026-07-06,Google,US
1507,2026-02-21,Meta,US
1508,2026-05-28,Organic/Direct,US
1509,2026-03-31,Google,US
1510,2026-07-04,Meta,UK
1511,2026-07-21,TikTok,US
1512,2026-02-26,Meta,US
1513,2026-07-19,Meta,UK
1514,2026-07-23,TikTok,US
1515,2026-06-26,Organic/Direct,US
1516,2026-06-01,Organic/Direct,US
1517,2026-05-20,Affiliate,CA
1518,2026-07-06,Google,US
1519,2026-07-26,Affiliate,US
1520,2026-06-08,Organic/Direct,US
1521,2026-06-24,Google,UK
1522,2026-07-26,Meta,US
1523,2026-07-26,Meta,US
1524,2026-07-04,Google,US
1525,2026-01-26,Meta,US
1526,2026-03-10,TikTok,US
1527,2026-07-18,Google,US
1528,2026-01-12,Meta,US
1529,2026-07-07,Google,US
1530,2026-07-27,Affiliate,EU
1531,2026-01-28,Meta,US
1532,2026-06-29,Google,US
1533,2026-06-20,Google,EU
1534,2026-07-16,Google,UK
1535,2026-04-12,Meta,UK
1536,2026-05-28,Meta,AU
1537,2026-06-15,Meta,UK
1538,2026-01-26,Google,AU
1539,2026-07-11,Meta,US
1540,2026-07-12,Meta,CA
1541,2026-03-13,Google,US
1542,2026-02-03,Affiliate,EU
1543,2026-06-23,Meta,EU
1544,2026-06-10,Meta,CA
1545,2026-07-07,TikTok,US
1546,2026-05-03,Meta,US
1547,2026-05-16,TikTok,US
1548,2026-05-20,Organic/Direct,US
1549,2026-03-08,Affiliate,US
1550,2026-07-06,Meta,US
1551,2026-01-17,Meta,US
1552,2026-06-20,Affiliate,US
1553,2026-07-09,TikTok,UK
1554,2026-04-06,Google,US
1555,2026-05-16,Organic/Direct,US
1556,2026-01-16,Google,US
1557,2026-07-11,Meta,US
1558,2026-06-07,Meta,EU
1559,2026-07-28,Google,AU
1560,2026-07-29,Google,US
1561,2026-06-17,Meta,US
1562,2026-03-12,Meta,CA
1563,2026-07-21,Google,US
1564,2026-07-22,Meta,US
1565,2026-04-07,Meta,US
1566,2026-07-19,Google,US
1567,2026-02-18,Meta,US
1568,2026-06-01,Meta,US
1569,2026-05-21,Google,US
1570,2026-07-02,Affiliate,US
1571,2026-03-12,Meta,US
1572,2026-05-16,Meta,AU
1573,2026-02-27,Meta,US
1574,2026-04-09,Google,US
1575,2026-05-09,Google,US
1576,2026-05-07,Meta,US
1577,2026-02-07,Meta,US
1578,2026-05-24,Google,CA
1579,2026-04-09,Meta,US
1580,2026-07-08,Organic/Direct,AU
1581,2026-06-10,Google,US
1582,2026-05-16,Google,AU
1583,2026-04-09,Google,US
1584,2026-01-26,Google,AU
1585,2026-04-16,Google,US
1586,2026-07-23,Organic/Direct,AU
1587,2026-07-19,Google,US
1588,2026-07-30,TikTok,US
1589,2026-05-18,Google,CA
1590,2026-06-26,Meta,US
1591,2026-03-02,TikTok,UK
1592,2026-05-15,Meta,US
1593,2026-04-14,Organic/Direct,US
1594,2026-06-22,Meta,US
1595,2026-06-09,Google,EU
1596,2026-05-24,Meta,UK
1597,2026-04-01,Affiliate,UK
1598,2026-06-27,Meta,UK
1599,2026-05-11,TikTok,US
1600,2026-04-25,TikTok,UK
1601,2026-06-15,Google,US
1602,2026-06-24,Google,US
1603,2026-07-23,Google,AU
1604,2026-05-08,Meta,US
1605,2026-05-24,Meta,US
1606,2026-06-19,TikTok,US
1607,2026-07-05,Meta,US
1608,2026-06-05,Google,UK
1609,2026-07-03,Affiliate,UK
1610,2026-07-03,TikTok,US
1611,2026-07-19,Google,US
1612,2026-01-26,Google,US
1613,2026-03-15,TikTok,UK
1614,2026-06-04,Meta,UK
1615,2026-07-08,Organic/Direct,CA
1616,2026-07-24,Meta,AU
1617,2026-05-23,Meta,AU
1618,2026-04-24,Organic/Direct,US
1619,2026-04-21,TikTok,US
1620,2026-07-17,Google,UK
1621,2026-04-25,Organic/Direct,US
1622,2026-03-18,Meta,US
1623,2026-06-19,Meta,US
1624,2026-07-17,Meta,EU
1625,2026-06-19,Google,US
1626,2026-06-19,Meta,US
1627,2026-06-26,Affiliate,US
1628,2026-04-27,Meta,CA
1629,2026-03-29,Meta,US
1630,2026-07-27,TikTok,US
1631,2026-05-06,Google,US
1632,2026-07-22,TikTok,US
1633,2026-07-28,Affiliate,UK
1634,2026-06-22,Meta,US
1635,2026-01-29,Google,US
1636,2026-04-06,TikTok,UK
1637,2026-07-28,Meta,US
1638,2026-07-28,Google,US
1639,2026-02-03,TikTok,EU
1640,2026-07-23,Meta,EU
1641,2026-06-05,Google,UK
1642,2026-04-25,Affiliate,EU
1643,2026-07-03,Organic/Direct,UK
1644,2026-07-08,TikTok,AU
1645,2026-05-03,Meta,US
1646,2026-02-12,Meta,US
1647,2026-06-15,Meta,US
1648,2026-05-01,Google,US
1649,2026-06-03,TikTok,CA
1650,2026-04-04,Meta,CA
1651,2026-06-23,Organic/Direct,EU
1652,2026-05-13,Google,US
1653,2026-05-31,Meta,UK
1654,2026-05-14,TikTok,US
1655,2026-05-12,Meta,US
1656,2026-04-28,Google,US
1657,2026-04-08,Affiliate,UK
1658,2026-05-17,Google,US
1659,2026-06-30,Affiliate,UK
1660,2026-05-16,Affiliate,US
1661,2026-03-21,Meta,EU
1662,2026-06-02,Meta,EU
1663,2026-06-12,Meta,US
1664,2026-06-18,Meta,US
1665,2026-05-24,Google,AU
1666,2026-04-05,Affiliate,US
1667,2026-05-28,Affiliate,US
1668,2026-06-11,Google,UK
1669,2026-04-10,TikTok,US
1670,2026-04-26,Google,UK
1671,2026-03-16,TikTok,US
1672,2026-03-31,Organic/Direct,UK
1673,2026-02-05,Google,EU
1674,2026-06-13,Meta,US
1675,2026-05-20,Meta,UK
1676,2026-07-28,Affiliate,US
1677,2026-06-30,Meta,US
1678,2026-06-10,Meta,US
1679,2026-06-25,Meta,US
1680,2026-05-07,Google,EU
1681,2026-01-17,Organic/Direct,US
1682,2026-07-04,Meta,US
1683,2026-07-03,Google,AU
1684,2026-07-11,TikTok,US
1685,2026-06-24,TikTok,US
1686,2026-06-10,Affiliate,US
1687,2026-06-01,Meta,US
1688,2026-05-04,Organic/Direct,US
1689,2026-03-24,Meta,US
1690,2026-07-19,Google,CA
1691,2026-06-02,Google,US
1692,2026-07-03,Meta,US
1693,2026-02-28,Organic/Direct,US
1694,2026-04-28,Meta,CA
1695,2026-07-19,Google,CA
1696,2026-05-04,TikTok,US
1697,2026-07-10,Meta,AU
1698,2026-03-21,Meta,US
1699,2026-03-18,Meta,UK
1700,2026-07-06,Meta,CA
1701,2026-07-03,Meta,US
1702,2026-07-07,Google,US
1703,2026-03-14,Meta,US
1704,2026-06-22,TikTok,CA
1705,2026-07-22,Meta,AU
1706,2026-04-01,Meta,US
1707,2026-07-14,Organic/Direct,EU
1708,2026-05-05,Meta,US
1709,2026-06-30,Meta,US
1710,2026-03-08,Google,US
1711,2026-04-09,Meta,US
1712,2026-07-20,Google,EU
1713,2026-03-08,Meta,US
1714,2026-06-27,Meta,US
1715,2026-05-20,Organic/Direct,US
1716,2026-05-06,Meta,US
1717,2026-04-11,Meta,EU
1718,2026-03-16,Meta,US
1719,2026-07-04,TikTok,US
1720,2026-01-30,Google,US
1721,2026-07-01,TikTok,CA
1722,2026-04-11,Google,EU
